identificador,nome,miniatura,resumo,disciplina,ano,descritores,linkdown,visualizar,tema,origem,autores,idioma,data
260,Tudo que você sempre quis perguntar - Vídeo,recursos/img/Matematica/tudo_que_vocesemprequisperguntar_video.png,"O recurso “Tudo que você sempre quis perguntar” ajuda a relembrar algumas propriedades da adição, da multiplicação e da potenciação.",Matematica,6,DMII25;DMII30,recursos/recurso/matematica/6/tudo_que_vocesemprequisperguntar_video.rar,recursos/recurso/matematica/6/tudo_que_vocesemprequisperguntar_video.mpg,Números e Operações,Bioe,"Claudina Rodrigues, Márcia Bechara, Eliane Rezende, Michelly Guerra Costa, Maria Lúcia de Queiroz, Cristiano Torezzan, Marcelo Firer, Projeto Condigital MEC - MCT Universidade Estadual de Campinas - Unicamp - Matemática Raphael Garcia, Frederico Gualberto de Souza  e Sarah Yakhni.",Português,2012
261,Máximo Divisor Comum - Vídeo,recursos/img/Matematica/maximodivisorcomum.png,"O recurso “Máximo Divisor Comum"" tem por objetivo mostrar um método para encontrar o Máximo Divisor Comum (MDC) entre dois números naturais.",Matematica,6,DMII19,recursos/recurso/matematica/6/maximodivisorcomum.rar,recursos/recurso/matematica/6/maximodivisorcomum.flv,Aritmética,Portal do Professor,Portal do Ensino Básico Atividades e Recursos,Português,2013
262,Interpretação do Significado de Fração,recursos/img/Matematica/interpretacionsignificadofraccion.png,O recurso “Interpretação do Significado de Fração ” ajuda a representar os conceitos de partes de fração e o todo.,Matematica,6,DMII22,recursos/recurso/matematica/6/interpretacaosignicadofracao.rar,recursos/recurso/matematica/6/interpretacaosignicadofracao.swf,Fração,Portal do Professor,"Carmen Candioti Lopez Pujato, Manuel Gertrudix Barrio e Miguel Angel de la Fuente Lopez",Espanhol,2010
263,Atividades Interativas,recursos/img/Matematica/Equacoesde1grau.png,O recurso “Equações de 1º grau” trabalha atividades onde é preciso descobrir o valor desconhecido.,Matematica,7,DMII30;DMII33,recursos/recurso/matematica/7/Equacoesde1grau.rar,recursos/recurso/matematica/7/Equacoesde1grau.swf,Equações do 1º grau,Projeto Ativa UFC,Projeto Ativa UFC,Português,Desconhecido
264,Equilibrando Proporções,recursos/img/Matematica/EquilibrandoProporcoes.png,O recurso “Equilibrando Proporções” explora situações que envolvem as grandezas inversamente e diretamente proporcionais através de exercícios.,Matematica,7,DMII26;DMII29,recursos/recurso/matematica/7/equilibrandoproporcoes.rar,recursos/recurso/matematica/7/equilibrandoproporcoes/index.html,Grandezas direta e inversamente proporcionais,Bioe,"CONDIGITAL, Universidade Cruzeiro do Sul",Português,2009
265,Frações em Porcentagens,recursos/img/Matematica/FracoesemPorcentagens.png,O recurso “Frações em Porcentagens” estimula a compreensão da relação entre as frações e suas correspondentes em porcentagem.,Matematica,7,DMII21,recursos/recurso/matematica/7/FracoesemPorcentagens.rar,recursos/recurso/matematica/7/FracoesemPorcentagens.swf,Frações e porcentagens,Bioe,Gilmar Bornatto,Português,2009
266,Adição e Subtração com Números Inteiros,recursos/img/Matematica/AdicaoeSubcomNumerosInteiros.png,No recurso “Adição e Subtração com Números Inteiros” é possível aplicar os conceitos de  adição e subtração para somar e subtrair números inteiros.,Matematica,7,DMII16,recursos/recurso/matematica/7/AdicaoeSubcomNumerosInteiros.rar,recursos/recurso/matematica/7/AdicaoeSubcomNumerosInteiros.swf,Números e Operações,Portal do Professor,T. L. Hui,Inglês,2010
267,Adição com Números Inteiros,recursos/img/Matematica/adicaocomnumerosinteiros.png,No recurso “Adição com Números Inteiros” é possível realizar adições utilizando os números inteiros.,Matematica,7,DMII18,recursos/recurso/matematica/7/adicaocomnumerosinteiros.rar,recursos/recurso/matematica/7/adicaocomnumerosinteiros.swf,Adição de números inteiros,Portal do Professor,T. L. Hui,Inglês,2013
268,Divisão com Números Inteiros,recursos/img/Matematica/divisaocomnumerosinteiros.png,No recurso “Divisão com Números Inteiros” é possível realizar divisões utilizando os números inteiros,Matematica,7,DMII18,recursos/recurso/matematica/7/divisaocomnumint.rar,recursos/recurso/matematica/7/divisaocomnumint.swf,Divisão de Números Inteiros,Portal do Professor,T. L. Hui,Inglês,2013
269,Multiplicação com Números Inteiros,recursos/img/Matematica/multiplicacaocomnumerosinteiros.png,No recurso “Multiplicação com Números Inteiros” é possível realizar multiplicações  utilizando os números inteiros.,Matematica,7,DMII18,recursos/recurso/matematica/7/multiplicacaocomnumint.rar,recursos/recurso/matematica/7/multiplicacaocomnumint.swf,Multiplicação de Números Inteiros,Portal do Professor,T. L. Hui,Inglês,2013
270,Subtração com Números Inteiros 1,recursos/img/Matematica/subtracaocomnumint1.png,No recurso “Subtração com Números Inteiros 1” é possível realizar subtrações com números inteiros.,Matematica,7,DMII18,recursos/recurso/matematica/7/subtracaocomnumerosinteiros1.rar,recursos/recurso/matematica/7/subtracaocomnumerosinteiros1.swf,Subtração de Números Inteiros,Bioe,T. L. Hui,Inglês,2013
271,Subtração com Números Inteiros 2,recursos/img/Matematica/subtracaocomnumint2.png,No recurso “Subtração com Números Inteiros 2” é possível realizar subtrações com números inteiros.,Matematica,7,DMII18,recursos/recurso/matematica/7/subtracaocomnumerosinteiros2.rar,recursos/recurso/matematica/7/subtracaocomnumerosinteiros2.swf,Subtração de Números Inteiros,Bioe,T. L. Hui,Inglês,2012
272,Frações Equivalentes (Jogo da Memória),recursos/img/Matematica/fracoesequivalentes_jogo_memoria.png,"O recurso ""Frações Equivalentes"" é um jogo de memória onde é preciso identificar as frações equivalentes",Matematica,7,DMII23,recursos/recurso/matematica/7/fracoesequivalentes_jogo_memoria.rar,recursos/recurso/matematica/7/fracoesequivalentes_jogo_memoria.swf,Equações do 1º grau,Portal do Professor,Gilmar Bornatto,Português,2009
273,Propriedades das potências,recursos/img/Matematica/Propriedadesdaspotencias.png,O recurso “Propriedades das Potências” contribui no aprendizado das propriedades das potências.,Matematica,8,DMII18,recursos/recurso/matematica/8/Propriedadesdaspotencias.rar,recursos/recurso/matematica/8/Propriedadesdaspotencias.swf,Potências,Bioe,Gilmar Bornatto,Português,Desconhecida
274,Quadrado Mágico,recursos/img/Matematica/QuadradoMagico.png,"O recurso ""Quadrado Mágico"" trabalha a resolução de expressões algébricas por meio de problemas.",Matematica,8,DMII33,recursos/recurso/matematica/8/QuadradroMagico.rar,recursos/recurso/matematica/8/QuadradroMagico.swf,Números e Operações,Projeto Ativa UFC,Projeto Ativa UFC,Português,Desconhecida
275,Operando Frações,recursos/img/Matematica/OperandoFracoes.png,"O recurso ""Operando Frações"" trabalha as operações com frações, possibilitando escolher mais de uma operação, incluindo potenciação e radiciação.",Matematica,8,DMII25,recursos/recurso/matematica/8/operandofracoes.rar,recursos/recurso/matematica/8/operandofracoes/operandofracoes.swf,Operações com frações,MD Mat,"Anuar Daian de Morais, Cristiano Lopes Lima, Daniela Stevanin Hoffmann, Eduardo Melloni Lucchesi, Elisa Friedrich Martins, Fabiana Serres, Gabriel Wolf Flores, Guilherme Nogueira, Igor Cunha, Milena Wollmann e Paula Aguiar Silva.",Português,Desconhecida
276,Collins Collinus,recursos/img/Matematica/CollinsCollinus.png,O recurso “Collins Collinus” favorece o aprendizado da adição e subtração de números inteiros.,Matematica,8,DMII18,recursos/recurso/matematica/8/CollinsCollinus.rar,recursos/recurso/matematica/8/collins.swf,Adição e subtração,Bioe,"Milena Wollmann, Gabriel Wolf Flores, Anuar Daian de Morais, UFRGS e MD MAT - Mídias Digitais para Matemática.",Português,Desconhecida
277,Escadas Rived,recursos/img/Matematica/EscadasRived.png,"No recurso “Escadas Rived” é possível ler, interpretar as histórias e responder os questionamentos para aprender o conceito de escalas e proporções.",Matematica,8,DMII29,recursos/recurso/matematica/8/EscadasRived.rar,recursos/recurso/matematica/8/EscadasRived.swf,Escalas e proporções.,Rived,Rived,Português,Desconhecida
278,Jogo das Figuras,recursos/img/Matematica/JogodasFiguras.png,O recurso “Jogo das Figuras” trabalha a visualização espacial através da representação em perspectiva e a vista superior alguns de objetos.,Matematica,8,DMII02,recursos/recurso/matematica/8/JogodasFiguras.rar,recursos/recurso/matematica/8/JogodasFiguras.swf,Visualização espacial.,Bioe,"Elisa Friedrich Martins, Rodrigo Orestes Feijó, Igor Cunha, Vera Weiand, Milena Wollmann, Fabiana Serres, Eduardo Melloni Lucchesi, Saimon Guevara Brum, Paula Aguiar Silva, Gabriel Wolf Flores, Vinícius Cardoso, Cristiano Lopes Lima, Daniela Stevanin Hoffmann, Anuar Daian Morais, Taís Aline Azevedo, Guilherme Nogueira, Vinícius Teixeira, Rodrigo Sychocki Silva e Priscila Moraes.",Português,2009
279,Jogo da Roda,recursos/img/Matematica/JogodaRoda.png,O recurso “Jogo da Roda” ajuda a exercitar o pensamento lógico do usuário e o cálculo mental.,Matematica,8,DMII15;DMII19;DMII26;DMII30,recursos/recurso/matematica/8/JogodaRoda.rar,recursos/recurso/matematica/8/JogodaRoda.swf,Cálculo mental.,Portal do Professor,MD MAT - Mídias Digitais para Matemática,Português,Desconhecida
280,Jogo da Praia,recursos/img/Matematica/JogodaPraia.png,O recurso “ Jogo da Praia” ajuda a identificar a localização de números inteiros na reta numérica.,Matematica,8,DMII01;DMII16,recursos/recurso/matematica/8/JogodaPraia.rar,recursos/recurso/matematica/8/JogodaPraia.swf,Números Inteiros,Portal do Professor,"Anuar Daian de Morais, Rodrigo Orestes Feijó, Eduardo Melloni Lucchesi, MD MAT - Mídias Digitais para Matemática e UFRGS.",Português,2014
281,Generador de policubos,recursos/img/Matematica/Generadordepolicubos.png,"O recurso “Policubos” ajuda a identificar propriedades comuns e diferenças entre figuras bidimensionais e tridimensionais, relacionando-as com suas planificações.",Matematica,8,DMII02,recursos/recurso/matematica/8/Generadordepolicubos.rar,recursos/recurso/matematica/8/Generadordepolicubos.swf,Figuras bidimensionais e tridimensionais.,Portal do Professor,"Carmen Candioti Lopez Pujato, Manuel Gertrudix Barrio e Miguel Angel de la Fuente Lopez.",Espanhol,2010
282,Adição com Números Inteiros - Blocos,recursos/img/Matematica/adicaocomnumerosinteriros_blocos.png,O recurso “Adição com Números Inteiros” auxilia na prática da adição com números inteiros.,Matematica,8,DMII18,recursos/recurso/matematica/8/adicaocomnumerosinteriros_blocos.rar,recursos/recurso/matematica/8/adicaocomnumerosinteriros_blocos.swf,Operações,Portal do Professor,T. L. Hui,Inglês,2012
283,Equação do 1º Grau,recursos/img/Matematica/equacoes_primeiro_grau.png,O recurso “Equação do 1o Grau” proporciona aos alunos o desenvolvimento e a ampliação do conceito de equações por meio da observação de algumas situações em uma balança de dois pratos.,Matematica,8,DMII30;DMII33,recursos/recurso/matematica/8/equacoes_primeiro_grau.rar,recursos/recurso/matematica/8/equacoes_primeiro_grau/equacoes_primeiro_grau.swf,Equação do 1º Grau,Portal do Professor,Macromedia - Ernesto Rosa,Inglês,2009
284,Pitágoras,recursos/img/Matematica/Pitagoras.png,"O recurso “Pitágoras” apresenta uma demonstração sobre  Teorema de Pitágoras, exemplificando alguns problemas sobre o tema.",Matematica,9,DMII03;DMII10;DMII13,recursos/recurso/matematica/9/pitagoras.rar,recursos/recurso/matematica/9/pitagoras/teoremadepitagoras.html,Teorema de Pitágoras.,Bioe,Gilmar Bornatto,Português,2009
285,Liga pontos,recursos/img/Matematica/Ligapontos.png,"O recurso “Liga pontos” apresenta um plano ordenado por letras e números, indicando uma sequência de coordenadas.",Matematica,9,DMII01;DMII09,recursos/recurso/matematica/9/ligapontos.rar,recursos/recurso/matematica/9/ligapontos/liga_pontos.htm,Plano cartesiano,Portal do Professor,"Anuar Daian de Morais, Cristiano Lopes Lima, Daniela Stevanin Hoffmann, Eduardo Melloni Lucchesi, Elisa Friedrich Martins, Fabiana Serres, Gabriel Wolf Flores, Guilherme Nogueira, Igor Cunha;MD MAT - Mídias Digitais para Matemática.",Português,Desconhecida
286,Notação Cientifica,recursos/img/Matematica/NotaçãoCientificaNotacionCientifica.png,O recurso “Notação Científica” define e demonstra exemplos de números expressos em  forma de Notação científica.,Matematica,9,DMII24;DMII25,recursos/recurso/matematica/9/NotaçãoCientificaNotacionCientifica.rar,recursos/recurso/matematica/9/NotaçãoCientificaNotacionCientifica.swf,Notação cientifica.,Genmagic,Roger Rey e Fernando Romero.,Espanhol,Desconhecida
287,Comparação de Tamanho,recursos/img/Matematica/ComparaçãodeTamanhos.png,O recurso “Comparação de Tamanhos” trabalha com razão e semelhança.,Matematica,9,DMII07;DMII29,recursos/recurso/matematica/9/ComparacaodeTamanhos.rar,recursos/recurso/matematica/9/ComparacaodeTamanhos.swf,Razão e semelhança.,Portal do Professor,Desconhecida,Português,Desconhecida
288,Construtora,recursos/img/Matematica/Construtora.png,"O recurso ""Construtora"" trabalha a prática do cálculo da medida de uma área através de situações contextualizadas.",Matematica,9,DMII13;DMII26,recursos/recurso/matematica/9/Construtora.rar,recursos/recurso/matematica/9/Construtora.swf,Área,Portal do Professor,Rived e Grupo Proativa,Português,Desconhecida
289,Ampliando Noções Trigonométricas,recursos/img/Matematica/ampliandonocoestTrigonometricas.png,No recurso “Ampliando Noções Trigonométrica” é possível reconhecer e compreender a relação entre os senos dos ângulos.,Matematica,9,DMII11;DMII15,recursos/recurso/matematica/9/ampliandonocoestrigonometricas.rar,recursos/recurso/matematica/9//ampliandonocoestrigonometricas/mat1_ativ3.swf,Trigonometria,Rived,Rived,Português,Desconhecida
290,A matemática das Plantas,recursos/img/Matematica/amatematicadasplantas.png,"No recurso “A matemática das Plantas” é possível ler, interpretar as Histórias e responder os questionamentos para aprender o conceito de escalas e proporções.",Matematica,9,DMII15;DMII26;DMII29,recursos/recurso/matematica/9/amatematicadasplantas.rar,recursos/recurso/matematica/9/amatematicadasplantas.swf,Escalas e proporções,Rived,Rived,Português,Desconhecida
291,Alturas inacessíveis,recursos/img/Matematica/alturasinacessiveis.png,"No recurso “Alturas inacessíveis” é possível verificar se o aluno compreendeu o conceito de proporcionalidade e semelhança de triângulos e como, com cálculos simples, é possível determinar alturas inacessíveis.",Matematica,9,DMII07;DMII26;DMII29,recursos/recurso/matematica/9/alturasinacessiveis.rar,recursos/recurso/matematica/9/alturasinacessiveis.swf,Proporcionalidade e semelhança de triângulos,Rived,Rived,Português,Desconhecida
292,Batalha Naval,recursos/img/Matematica/BatalhaNavalRived.png,O recurso “Batalha Naval Rived” propõe ao alunos situações para calcular a distância entre dois pontos.,Matematica,9,DMII09;DMII10,recursos/recurso/matematica/9/BatalhaNavalRived.rar,recursos/recurso/matematica/9/BatalhaNavalRived.swf,Coordenadas no plano cartesiano,Rived,Rived,Português,Desconhecida
293,Desvendando a Senha - Resolvendo Equações,recursos/img/Matematica/desvendando_senha_resolvendo_equacoes.png,O recurso “Desvendando a Senha” estimula o aluno a escrever e resolver uma equação de 1º e 2º grau.,Matematica,9,DMII30;DMII31;DMII33;DMII34,recursos/recurso/matematica/9/desvendando_senha_resolvendo_equacoes.rar,recursos/recurso/matematica/9/desvendando_senha_resolvendo_equacoes.swf,Álgebra,Portal do Professor,Desconhecido,Português,Desconhecida
294,Trajetória - Representação Gráfica,recursos/img/Matematica/trajetoria_representacao_grafica.png,"O recurso ""Trajetória - Representação Gráfica"" estimula a interpretação de informações apresentadas em tabelas e/ou gráficos.",Matematica,9,DMII36,recursos/recurso/matematica/9/trajetoria_representacao_grafica.rar,recursos/recurso/matematica/9/trajetoria_representacao_grafica.swf,Representação Gráfica,Portal do Professor,Desconhecido,Português,Desconhecida
295,Desafio Empresarial,recursos/img/Matematica/desafioempresarial.png,"No recurso “Desafio Empresarial” proporciona ao aluno condições de descobrir a  fórmula que permite calcular a distância entre dois pontos, sendo dadas suas coordenadas.",Matematica,9,DMII35;DMII36,recursos/recurso/matematica/9/desafioempresarial.rar,recursos/recurso/matematica/9/desafioempresarial.swf,Distância entre dois pontos,Grupo Proativa,Grupo Proativa,Português,Desconhecida
296,Coordenadas (coordenadas de um punto del plano),recursos/img/Matematica/coordenadas_de_un_ punto_del_plano.png,O recurso “Coordenadas” ajuda ao aluno a compreender melhor o sistema de coordenadas.,Matematica,9,DMII09,recursos/recurso/matematica/9/coordenadas_de_un_ punto_del_plano.rar,recursos/recurso/matematica/9/coordenadas_de_un_ punto_del_plano.swf,Coordenadas,Portal do Professor,Roger Ray e Fernando Romero,Espanhol,Desconhecida
297,Distância - Teorema de Pitágoras,recursos/img/Matematica/distanciateoremapitagoras.png,No recurso “Distância - Teorema de Pitágoras” você poderá medir as distâncias entre as cidades.,Matematica,9,DMII01;DMII09;DMII10;DMII26;DMII36,recursos/recurso/matematica/9/distanciateoremapitagoras.rar,recursos/recurso/matematica/9/distanciateoremapitagoras.swf,Teorema de Pitágoras,Rived,Rived,Português,Desconhecida
298,Construção de triângulos a partir dos comprimentos laterais,recursos/img/Matematica/construcao_de_triangulos_a_partir_dos_comprimentos_laterais.png,No recurso “Construção de triângulos” é possível criá-los a partir dos comprimentos laterais.,Matematica,9,DMII03,recursos/recurso/matematica/9/construcao_de_triangulos_a_partir_dos_comprimentos_laterais.rar,recursos/recurso/matematica/9/construcao_de_triangulos_a_partir_dos_comprimentos_laterais.swf,Triângulos,Portal do Professor,"Carmen Candioti Lopez Pujato, Manuel Gertrudix Barrio e Miguel Angel de la Fuente Lopez.",Espanhol,Desconhecida
299,Grande Prêmio Funcional,recursos/img/Matematica/grande_premio_funcional.png,"O recurso “Grande Prêmio Funcional” ajuda a estudar o gráfico de uma função de 1° grau e os seus coeficientes, saber se a função é crescente ou decrescente a partir da análise do gráfico e do coeficiente angular.",Matematica,9,DMII35,recursos/recurso/matematica/9/grande_premio_funcional.rar,recursos/recurso/matematica/9/grande_premio_funcional.swf,Função do 1º Grau,Grupo Proativa,Grupo Proativa,Português,Desconhecida
300,Demonstração da área do círculo,recursos/img/Matematica/demonstracao_da_area_do_circulo.png,O recurso “Demonstração da área do círculo” é uma animação que prova de uma maneira simples o valor da área do círculo.,Matematica,9,DMII11,recursos/recurso/matematica/9/demonstracao_da_area_do_circulo.rar,recursos/recurso/matematica/9/demonstracao_da_area_do_circulo.swf,Círculo,Portal do Professor,Laboratório Didático Virtual,Português,Desconhecida
301,"Canhão, Ângulo e Fogo",recursos/img/Matematica/canhao_angulo_fogo.png,"O recurso “Canhão, Ângulo e Fogo” tem por objetivo fazer com que o aluno crie estimativas de velocidade e ângulos para acertar o alvo.",Matematica,9,DMII06,recursos/recurso/matematica/9/canhao_angulo_fogo.rar,recursos/recurso/matematica/9/canhao_angulo_fogo.swf,Grandezas e Medidas,Portal do Professor,Serge Mikhailov,Inglês,2008
